,Date,Open,High,Low,Close,Volume,SMA5,EMA5,WMA5,CMA,CBI,BIAS,MACD-DIF,MACD-DEM,MACD-OSC,MTM,MTM-SMA,CMO,RSI-F,RSI-S,RSI-SM,KDJ-RSV,KDJ-K,KDJ-D,KDJ-J,KDJ-J2,ATR,OBV,OBV-SMA,BBANDS-UP,BBANDS-SMA,BBANDS-DN,CDP-AH,CDP-NH,CDP,CDP-NL,CDP-AL,LOHAS-AH,LOHAS-NH,LOHAS-T,LOHAS-NL,LOHAS-AL,LOHAS-UP,LOHAS-MD,LOHAS-DN,DC-UP,DC-MD,DC-DN
138,2021-07-01,108.5,108.5,107.54,108.02,15859329,108.02,107.88,107.92,106.39,108.63,0.0,0.14,0.02,0.12,-0.96,-0.32,0.0,56.3,53.72,57.68,53.91,52.06,49.97,45.79,56.24,2.45,7929664.0,12584187.0,109.2,108.02,106.84,109.82,108.74,108.38,107.3,106.94,124.11,115.62,107.13,98.64,90.15,112.8,107.44,102.5,110.91,107.78,104.64
139,2021-07-02,108.02,108.5,107.54,107.54,16486732,107.73,107.77,107.76,106.4,108.52,-0.0,0.11,0.04,0.07,0.0,-0.36,0.0,41.86,48.91,53.02,46.25,50.12,50.02,49.82,50.32,2.34,8243366.0,12397410.0,108.26,107.73,107.21,108.98,108.5,108.02,107.54,107.06,124.13,115.64,107.15,98.66,90.17,112.67,107.46,102.66,110.91,107.78,104.64
140,2021-07-05,108.5,112.84,108.02,112.84,80145148,108.79,109.46,109.47,106.45,108.79,0.04,0.49,0.13,0.36,3.86,0.0,20.56,88.29,76.43,56.11,100.0,66.75,55.6,33.3,89.05,2.55,40072574.0,13680818.0,113.34,108.79,104.24,108.74,108.02,107.78,107.06,106.82,124.15,115.66,107.17,98.68,90.19,113.01,107.7,102.69,112.84,108.74,104.64
141,2021-07-06,112.36,113.32,111.39,112.36,43748805,109.76,110.43,110.66,106.49,109.12,0.02,0.74,0.25,0.49,4.82,0.64,15.52,80.17,72.27,61.65,84.69,72.73,61.31,38.47,95.57,2.51,21874402.0,14266798.0,114.97,109.76,104.54,116.46,115.25,111.64,110.43,106.82,124.17,115.68,107.19,98.7,90.21,113.16,107.99,103.09,113.32,108.98,104.64
142,2021-07-07,112.36,112.84,110.91,110.91,27901240,110.33,110.59,111.04,106.52,109.35,0.01,0.82,0.36,0.46,6.27,1.45,4.36,57.73,60.49,63.44,61.56,69.01,63.88,53.62,79.27,2.47,13950620.0,14509242.0,115.22,110.33,105.45,114.29,113.32,112.36,111.39,110.43,124.19,115.7,107.21,98.72,90.23,113.54,108.21,103.22,113.32,108.98,104.64
143,2021-07-08,110.91,112.36,110.91,111.39,23792227,111.01,110.85,111.39,106.55,109.59,0.0,0.91,0.47,0.44,6.75,2.21,2.93,62.58,62.86,64.49,69.22,69.08,65.61,58.67,76.02,2.4,11896114.0,14537024.0,115.18,111.01,106.84,113.32,111.88,111.39,109.94,109.46,124.21,115.72,107.23,98.74,90.25,113.81,108.5,103.48,113.32,108.98,104.64
144,2021-07-09,110.43,110.91,108.98,109.95,28407636,111.49,110.55,111.04,106.58,109.69,-0.01,0.85,0.55,0.3,2.41,2.45,6.07,42.22,51.85,62.14,41.7,59.95,63.72,71.26,52.41,2.4,14203818.0,14772399.0,113.79,111.49,109.19,112.96,112.11,111.51,110.66,110.06,124.23,115.74,107.25,98.76,90.27,113.99,108.67,103.64,113.32,108.98,104.64
145,2021-07-12,111.39,111.88,110.43,110.91,17024161,111.1,110.67,110.85,106.61,109.87,-0.0,0.88,0.62,0.26,1.93,2.41,12.15,55.68,57.69,64.45,58.3,59.4,62.28,68.04,53.64,2.37,8512080.0,14297564.0,112.86,111.1,109.35,111.88,110.91,109.95,108.98,108.02,124.25,115.76,107.27,98.78,90.29,113.84,108.74,104.0,113.32,108.98,104.64
146,2021-07-13,111.88,112.84,111.39,112.36,36478720,111.1,111.23,111.27,106.64,109.93,0.01,0.99,0.69,0.3,3.38,2.49,13.45,70.31,65.22,61.45,83.39,67.4,63.99,57.17,74.22,2.34,18239360.0,14620925.0,112.86,111.1,109.35,112.48,111.64,111.03,110.18,109.58,124.28,115.79,107.3,98.81,90.32,113.85,108.91,104.27,113.32,108.98,104.64
147,2021-07-14,113.32,113.32,111.88,111.88,27098250,111.3,111.45,111.52,106.68,110.01,0.01,1.03,0.76,0.27,4.34,2.69,16.97,60.98,60.97,58.25,75.09,69.96,65.98,58.02,77.92,2.28,13549125.0,14701582.0,113.15,111.3,109.44,113.69,113.09,112.24,111.64,110.79,124.3,115.81,107.32,98.83,90.34,114.07,109.13,104.48,113.32,108.98,104.64
148,2021-07-15,112.84,115.73,112.36,115.25,62649339,112.07,112.72,112.84,106.74,110.4,0.03,1.3,0.87,0.43,7.71,3.26,25.04,83.06,74.66,62.47,93.77,77.9,69.95,54.05,93.8,2.39,31324670.0,15815084.0,116.08,112.07,108.06,113.68,112.6,112.24,111.16,110.8,124.32,115.83,107.34,98.85,90.36,114.43,109.44,104.78,115.73,110.18,104.64
149,2021-07-16,114.29,115.25,113.8,115.25,33640925,113.13,113.56,113.9,106.79,110.79,0.02,1.49,0.99,0.5,7.23,3.98,28.61,83.06,74.66,65.89,92.89,82.9,74.27,57.01,100.16,2.32,16820462.0,15919969.0,117.14,113.13,109.12,118.02,116.94,114.65,113.57,111.28,124.34,115.85,107.36,98.87,90.38,114.75,109.83,105.08,115.73,110.18,104.64
150,2021-07-19,114.29,114.77,111.88,112.36,31735324,113.42,113.16,113.64,106.83,111.02,-0.01,1.4,1.07,0.33,4.34,4.42,16.25,42.57,52.58,65.94,50.07,71.96,73.5,76.58,68.88,2.4,15867662.0,15842877.0,116.78,113.42,110.06,116.34,115.98,114.89,114.52,113.44,124.36,115.87,107.38,98.89,90.4,115.29,110.21,105.32,115.73,110.18,104.64
151,2021-07-20,110.91,111.88,110.43,110.43,26267081,113.03,112.25,112.65,106.85,111.04,-0.02,1.18,1.09,0.09,2.89,4.66,2.8,29.24,42.62,61.54,21.48,55.13,67.38,91.88,30.63,2.37,13133540.0,15951780.0,117.32,113.03,108.75,115.73,113.8,112.84,110.92,109.95,124.38,115.89,107.4,98.91,90.42,115.59,110.5,105.6,115.73,110.18,104.64
152,2021-07-21,111.88,111.88,108.02,108.5,62986162,112.36,111.0,111.14,106.87,110.75,-0.03,0.85,1.05,-0.2,-4.34,3.98,-1.33,20.33,34.83,53.21,6.23,38.83,57.86,95.92,0.77,2.48,31493081.0,16833677.0,118.3,112.36,106.41,112.24,111.16,110.79,109.71,109.34,124.4,115.91,107.42,98.93,90.44,115.9,110.55,105.65,115.73,111.39,107.05
153,2021-07-22,109.0,112.5,108.5,110.5,59259611,111.41,110.83,110.52,106.89,110.66,-0.01,0.73,0.98,-0.25,-1.86,3.42,8.07,44.75,46.75,50.5,32.17,36.61,50.78,79.12,8.27,2.59,29629806.0,17538517.0,116.5,111.41,106.32,113.08,110.43,109.22,106.57,105.36,124.42,115.93,107.44,98.95,90.46,116.15,110.63,105.61,115.73,111.39,107.05
154,2021-07-23,112.0,112.0,110.0,110.5,21521533,110.46,110.72,110.21,106.91,110.45,0.0,0.63,0.91,-0.28,-0.41,2.86,4.31,44.75,46.75,44.12,32.17,35.13,45.56,66.42,14.27,2.55,10760766.0,17187187.0,113.19,110.46,107.73,114.5,112.5,110.5,108.5,106.5,124.44,115.95,107.46,98.97,90.48,116.21,110.7,105.66,115.73,111.39,107.05
155,2021-07-26,111.0,111.0,108.5,110.0,33363024,109.99,110.48,110.06,106.93,110.2,0.0,0.5,0.83,-0.33,-1.39,2.19,7.17,38.91,43.95,36.76,25.68,31.98,41.03,59.13,13.88,2.55,16681512.0,17428713.0,111.7,109.99,108.27,112.75,111.5,110.75,109.5,108.75,124.46,115.97,107.48,98.99,90.5,116.29,110.83,105.73,115.73,111.64,107.54
156,2021-07-27,111.0,112.0,110.0,111.5,27586534,110.2,110.82,110.57,106.96,110.24,0.01,0.51,0.77,-0.26,1.55,2.11,20.85,60.55,53.78,39.76,45.14,36.37,39.48,45.7,30.15,2.51,13793267.0,17675704.0,112.39,110.2,108.01,112.38,111.25,109.88,108.75,107.38,124.48,115.99,107.5,99.01,90.52,116.58,111.02,105.74,115.73,111.64,107.54
157,2021-07-28,110.5,111.0,109.0,110.5,32678903,110.6,110.71,110.67,106.98,110.27,-0.0,0.43,0.7,-0.27,-0.41,1.92,17.29,45.51,47.25,42.47,34.3,35.68,38.21,43.27,30.62,2.51,16339452.0,17715767.0,111.7,110.6,109.5,113.25,112.5,111.25,110.5,109.25,124.5,116.01,107.52,99.03,90.54,116.77,111.15,105.68,115.73,111.64,107.54
158,2021-07-29,111.0,111.5,110.0,111.0,20815906,110.7,110.81,110.8,107.01,110.35,0.0,0.41,0.64,-0.23,-1.36,1.52,10.98,53.58,50.78,48.01,44.15,38.5,38.31,37.93,38.88,2.44,10407953.0,17839682.0,111.84,110.7,109.56,112.25,111.5,110.25,109.5,108.25,124.53,116.04,107.55,99.06,90.57,116.92,111.3,105.8,115.73,111.64,107.54
159,2021-07-30,110.0,111.5,109.5,110.0,28280514,110.6,110.54,110.57,107.03,110.28,-0.01,0.31,0.57,-0.26,-1.88,1.01,3.28,37.87,43.84,46.86,44.2,40.4,39.01,36.23,43.18,2.41,14140257.0,18134526.0,111.9,110.6,109.3,112.38,111.75,110.88,110.25,109.38,124.55,116.06,107.57,99.08,90.59,117.19,111.42,105.79,115.73,111.88,108.02
160,2021-08-02,111.0,113.0,110.0,113.0,24048289,111.2,111.36,111.37,107.06,110.36,0.02,0.46,0.55,-0.09,-2.25,0.18,11.8,72.16,62.17,51.43,100.0,60.27,46.1,17.76,88.61,2.45,12024144.0,16732105.0,113.5,111.2,108.9,112.25,111.0,110.25,109.0,108.25,124.57,116.08,107.59,99.1,90.61,117.08,111.43,105.99,115.73,111.88,108.02
161,2021-08-03,112.5,113.0,110.5,111.5,21627785,111.2,111.41,111.47,107.09,110.37,0.0,0.45,0.53,-0.08,-3.75,-0.74,11.61,52.05,52.12,53.62,66.67,62.4,51.53,29.79,84.14,2.45,10813892.0,16179079.0,113.5,111.2,108.9,115.25,114.5,112.25,111.5,109.25,124.59,116.1,107.61,99.12,90.63,117.06,111.38,105.95,115.73,111.88,108.02
162,2021-08-04,112.0,112.5,111.0,112.0,21197328,111.5,111.6,111.73,107.12,110.42,0.0,0.48,0.52,-0.04,-0.36,-1.13,12.88,57.57,54.99,53.12,77.78,67.53,56.86,35.52,88.87,2.38,10598664.0,16011481.0,113.74,111.5,109.26,114.12,112.75,111.62,110.25,109.12,124.61,116.12,107.63,99.14,90.65,116.93,111.44,106.06,115.73,111.88,108.02
163,2021-08-05,111.0,112.0,111.0,112.0,19911790,111.7,111.74,111.9,107.15,110.54,0.0,0.48,0.51,-0.03,1.57,-1.24,11.66,57.57,54.99,55.13,77.78,70.95,61.56,42.78,89.73,2.28,9955895.0,15914470.0,113.89,111.7,109.51,113.38,112.75,111.88,111.25,110.38,124.63,116.14,107.65,99.16,90.67,116.92,111.47,106.07,115.73,111.88,108.02
164,2021-08-06,111.5,113.0,111.0,112.5,41254699,112.2,111.99,112.17,107.18,110.73,0.0,0.52,0.51,0.01,4.0,-0.55,12.93,65.38,58.46,57.1,87.5,76.47,66.53,46.65,96.35,2.26,20627350.0,16235647.0,113.34,112.2,111.06,112.75,112.5,111.75,111.5,110.75,124.65,116.16,107.67,99.18,90.69,117.02,111.6,106.16,115.73,111.88,108.02
165,2021-08-09,112.0,112.5,111.0,112.0,23189411,112.0,111.99,112.1,107.21,110.88,0.0,0.52,0.52,-0.0,1.5,-0.27,12.87,51.98,53.57,59.45,75.0,75.98,69.68,57.08,88.58,2.21,11594706.0,16389778.0,112.71,112.0,111.29,114.25,113.5,112.25,111.5,110.25,124.67,116.18,107.69,99.2,90.71,117.06,111.65,106.19,115.73,111.88,108.02
166,2021-08-10,111.5,112.0,108.5,108.5,42815166,111.4,110.83,110.93,107.22,110.59,-0.03,0.25,0.46,-0.21,-2.0,-0.4,-13.21,17.28,31.67,50.3,0.0,50.65,63.34,88.72,25.27,2.3,21407583.0,16548189.0,114.67,111.4,108.13,113.38,112.75,111.88,111.25,110.38,124.69,116.2,107.71,99.22,90.73,117.24,111.46,105.83,115.73,111.88,108.02
167,2021-08-11,107.0,109.0,106.0,109.0,46678699,110.8,110.22,110.13,107.23,110.42,-0.02,0.06,0.38,-0.32,-1.0,-0.37,-10.22,27.03,36.08,46.14,42.86,48.05,58.24,78.62,27.67,2.35,23339350.0,17037701.0,114.58,110.8,107.02,112.88,110.25,109.38,106.75,105.88,124.71,116.22,107.73,99.24,90.75,117.23,111.31,105.33,115.73,110.86,106.0
168,2021-08-12,109.0,109.5,108.0,109.0,18499146,110.2,109.81,109.53,107.24,110.23,-0.01,-0.08,0.29,-0.37,-2.5,-0.7,-6.08,27.03,36.08,41.04,42.86,46.32,54.27,70.17,30.42,2.29,9249573.0,15933946.0,113.98,110.2,106.42,111.25,110.5,108.25,107.5,105.25,124.73,116.24,107.75,99.26,90.77,116.69,111.0,105.34,115.25,110.62,106.0
169,2021-08-13,109.5,110.0,108.0,109.0,46504498,109.5,109.54,109.13,107.25,110.07,-0.0,-0.18,0.2,-0.38,-1.5,-0.79,-7.72,27.03,36.08,35.96,42.86,45.17,51.24,63.38,33.03,2.27,23252249.0,16255535.0,112.33,109.5,106.67,110.38,109.75,108.88,108.25,107.38,124.75,116.26,107.77,99.28,90.79,116.53,110.69,104.95,114.77,110.38,106.0
170,2021-08-16,108.5,109.0,106.5,107.5,34806631,108.6,108.86,108.47,107.25,109.77,-0.01,-0.38,0.08,-0.46,-3.5,-0.97,-7.9,13.72,27.34,27.35,21.43,37.26,46.58,65.22,18.62,2.29,17403316.0,16332318.0,109.9,108.6,107.3,111.0,110.0,109.0,108.0,107.0,124.78,116.29,107.8,99.31,90.82,116.11,110.45,104.81,113.0,109.5,106.0
171,2021-08-17,107.5,107.5,107.5,107.5,0,108.4,108.41,108.1,107.26,109.49,-0.01,-0.52,-0.04,-0.48,-2.5,-1.02,-11.35,13.72,27.34,20.97,21.43,31.98,41.71,61.17,12.52,2.13,0.0,15675641.0,110.04,108.4,106.76,110.12,108.75,107.62,106.25,105.12,124.8,116.31,107.82,99.33,90.84,115.78,110.3,104.77,113.0,109.5,106.0
172,2021-08-18,105.5,107.5,104.5,107.0,31829261,108.0,107.94,107.63,107.25,109.23,-0.01,-0.67,-0.17,-0.5,-6.0,-1.34,-18.42,10.38,24.57,19.82,29.41,31.12,38.18,52.3,17.0,2.19,15914630.0,14896718.0,109.87,108.0,106.13,107.5,107.5,107.5,107.5,107.5,124.82,116.33,107.84,99.35,90.86,115.44,110.22,104.71,113.0,108.75,104.5
173,2021-08-19,106.0,106.0,102.5,103.0,51471834,106.8,106.29,105.97,107.23,108.7,-0.04,-1.06,-0.34,-0.72,-8.5,-1.73,-27.22,2.79,12.55,15.78,5.0,22.41,32.92,53.94,1.39,2.36,25735917.0,14702024.0,111.31,106.8,102.29,109.5,108.5,106.5,105.5,103.5,124.84,116.35,107.86,99.37,90.88,114.98,109.85,104.54,113.0,107.75,102.5
174,2021-08-20,104.0,106.0,102.0,104.5,30316791,105.9,105.69,105.2,107.21,108.25,-0.01,-1.25,-0.53,-0.72,-7.5,-2.33,-34.96,29.76,28.13,16.23,25.0,23.27,29.7,42.56,10.41,2.48,15158396.0,14921905.0,109.99,105.9,101.81,107.12,104.75,103.62,101.25,100.12,124.86,116.37,107.88,99.39,90.9,114.88,109.55,103.95,113.0,107.5,102.0
175,2021-08-23,105.5,108.0,105.5,107.5,22499882,105.9,106.3,105.73,107.22,108.05,0.02,-1.16,-0.65,-0.51,-4.5,-2.83,-22.96,60.47,49.43,21.81,68.75,38.43,32.61,20.97,50.07,2.55,11249941.0,14650327.0,109.99,105.9,101.81,108.25,106.5,104.25,102.5,100.25,124.88,116.39,107.9,99.41,90.92,114.72,109.42,103.81,113.0,107.5,102.0
176,2021-08-24,108.5,109.0,107.5,109.0,17889785,106.2,107.2,106.77,107.23,108.04,0.03,-0.97,-0.72,-0.25,-3.5,-3.46,-10.38,69.74,56.97,31.14,87.5,54.79,40.0,10.42,84.37,2.48,8944892.0,14407908.0,111.03,106.2,101.37,109.62,108.75,107.12,106.25,104.62,124.9,116.41,107.92,99.43,90.94,114.46,109.3,103.79,113.0,107.5,102.0
177,2021-08-25,109.0,109.0,107.5,108.5,14045849,106.5,107.63,107.53,107.23,108.02,0.02,-0.83,-0.74,-0.09,-3.5,-3.88,-6.24,62.86,53.81,39.33,81.25,63.61,47.87,16.39,95.09,2.41,7022924.0,13942082.0,111.74,106.5,101.26,110.12,109.75,108.62,108.25,107.12,124.92,116.43,107.94,99.45,90.96,114.25,109.2,103.83,113.0,107.5,102.0
178,2021-08-26,108.5,109.0,107.0,107.5,12987155,107.4,107.59,107.87,107.23,108.06,0.0,-0.8,-0.75,-0.05,-1.0,-3.79,-3.33,49.26,47.57,45.81,78.57,68.6,54.78,27.14,96.24,2.38,6493578.0,13746363.0,110.89,107.4,103.91,109.88,109.25,108.38,107.75,106.88,124.94,116.45,107.96,99.47,90.98,114.23,109.02,103.58,113.0,107.5,102.0
179,2021-08-27,107.5,108.5,106.5,108.0,13808230,108.1,107.73,108.07,107.24,108.24,-0.0,-0.72,-0.74,0.02,-1.0,-3.79,-8.77,55.94,50.93,54.67,85.71,74.3,61.29,35.27,100.32,2.35,6904115.0,13384556.0,109.4,108.1,106.8,109.75,108.5,107.75,106.5,105.75,124.96,116.47,107.98,99.49,91.0,114.07,108.92,103.43,113.0,107.5,102.0
180,2021-08-30,108.5,109.0,107.5,109.0,13911174,108.4,108.15,108.37,107.25,108.44,0.01,-0.58,-0.71,0.13,0.0,-3.58,-5.08,67.8,57.39,61.01,100.0,82.87,68.48,39.7,111.65,2.29,6955587.0,13131128.0,109.7,108.4,107.1,109.75,109.0,107.75,107.0,105.75,124.98,116.49,108.0,99.51,91.02,113.64,108.72,103.53,113.0,107.5,102.0
181,2021-08-31,108.5,111.0,108.0,111.0,30458896,108.8,109.1,109.23,107.27,108.66,0.02,-0.32,-0.63,0.31,2.0,-3.29,3.23,81.63,67.5,64.54,100.0,88.58,75.18,48.38,115.38,2.34,15229448.0,13351906.0,111.5,108.8,106.1,110.12,109.75,108.62,108.25,107.12,125.0,116.51,108.02,99.53,91.04,113.65,108.7,103.3,113.0,107.5,102.0
182,2021-09-01,111.0,112.0,110.0,111.0,22232171,109.3,109.73,109.97,107.29,108.83,0.02,-0.11,-0.53,0.42,3.5,-2.71,-1.69,81.63,67.5,66.52,90.0,89.05,79.8,61.3,107.55,2.32,11116086.0,13377777.0,112.59,109.3,106.01,113.25,112.5,110.25,109.5,107.25,125.02,116.53,108.04,99.55,91.06,113.74,108.65,103.14,113.0,107.5,102.0
183,2021-09-02,111.0,113.0,110.5,111.5,29565666,110.1,110.32,110.7,107.31,109.07,0.01,0.09,-0.41,0.5,4.0,-2.17,3.45,84.83,69.98,70.18,80.0,86.03,81.88,73.58,94.33,2.33,14782833.0,13619124.0,113.13,110.1,107.07,113.0,112.0,111.0,110.0,109.0,125.05,116.56,108.07,99.58,91.09,113.9,108.62,103.01,113.0,107.5,102.0
184,2021-09-03,112.0,113.0,111.5,112.5,23894007,111.0,111.05,111.5,107.34,109.43,0.01,0.32,-0.26,0.58,5.5,-1.21,5.08,89.8,74.58,76.94,92.31,88.12,83.96,75.64,96.44,2.27,11947004.0,13185106.0,113.55,111.0,108.45,114.12,112.75,111.62,110.25,109.12,125.07,116.58,108.09,99.6,91.11,113.79,108.62,103.14,113.0,107.5,102.0
185,2021-09-06,112.5,113.0,110.5,111.0,18270142,111.4,111.03,111.5,107.36,109.74,-0.0,0.39,-0.13,0.52,8.0,0.17,3.33,53.2,58.66,76.48,69.23,81.82,83.25,86.11,78.96,2.29,9135071.0,13062125.0,112.7,111.4,110.1,113.88,113.25,112.38,111.75,110.88,125.09,116.6,108.11,99.62,91.13,113.92,108.58,103.01,113.0,107.5,102.0
186,2021-09-07,109.5,110.0,108.0,108.5,23133531,110.9,110.19,110.53,107.37,109.77,-0.02,0.24,-0.06,0.3,4.0,1.12,-15.25,27.27,41.29,69.73,30.77,64.8,77.1,101.7,40.2,2.34,11566766.0,12570084.0,113.85,110.9,107.95,113.88,112.25,111.38,109.75,108.88,125.11,116.62,108.13,99.64,91.15,113.71,108.58,103.09,113.0,107.5,102.0
187,2021-09-08,108.5,109.5,107.0,107.5,28436166,110.2,109.29,109.4,107.37,109.59,-0.02,0.06,-0.03,0.09,0.0,1.5,-13.79,21.42,36.22,59.69,15.38,48.33,67.51,105.87,9.97,2.35,14218083.0,12114020.0,114.42,110.2,105.98,110.75,109.5,108.75,107.5,106.75,125.13,116.64,108.15,99.66,91.17,113.63,108.5,103.25,113.0,107.5,102.0
188,2021-09-09,106.5,107.5,106.0,107.0,20347345,109.3,108.53,108.33,107.36,109.32,-0.02,-0.12,-0.05,-0.07,-2.0,1.62,-17.24,18.63,33.78,49.19,14.29,36.98,57.33,98.03,-3.72,2.29,10173672.0,12160225.0,114.02,109.3,104.58,110.38,108.75,107.88,106.25,105.38,125.15,116.66,108.17,99.68,91.19,113.52,108.4,103.15,113.0,107.5,102.0
189,2021-09-10,107.0,108.5,107.0,108.0,13206233,108.4,108.35,107.9,107.37,109.12,-0.0,-0.19,-0.08,-0.11,-0.5,1.88,-13.33,40.41,42.9,41.79,28.57,34.18,49.61,80.47,3.32,2.23,6603116.0,11327769.0,111.51,108.4,105.29,108.38,107.75,106.88,106.25,105.38,125.17,116.68,108.19,99.7,91.21,113.34,108.35,103.21,113.0,107.5,102.0
190,2021-09-13,107.5,108.0,106.5,106.5,15297618,107.5,107.73,107.27,107.36,108.78,-0.01,-0.34,-0.13,-0.21,-1.0,1.88,-19.35,25.87,34.48,31.13,7.14,25.17,41.46,74.04,-7.41,2.18,7648809.0,10840043.0,109.08,107.5,105.92,109.38,108.75,107.88,107.25,106.38,125.19,116.7,108.21,99.72,91.23,113.18,108.3,103.31,113.0,107.5,102.0
191,2021-09-14,107.5,108.0,106.5,107.5,19165417,107.3,107.66,107.27,107.36,108.59,0.0,-0.4,-0.18,-0.22,-0.5,1.92,-14.29,44.5,43.26,29.68,21.43,23.92,35.61,58.99,0.54,2.13,9582708.0,11319179.0,108.44,107.3,106.16,108.38,107.25,106.88,105.75,105.38,125.21,116.72,108.23,99.74,91.25,113.31,108.3,103.16,113.0,107.5,102.0
192,2021-09-15,108.0,110.5,107.5,108.5,63262671,107.5,107.94,107.67,107.37,108.58,0.01,-0.36,-0.22,-0.14,-0.5,1.88,0.0,58.95,51.01,34.96,35.71,27.85,33.02,43.36,17.51,2.19,31631336.0,12105014.0,109.08,107.5,105.92,108.88,108.25,107.38,106.75,105.88,125.23,116.74,108.25,99.76,91.27,113.47,108.38,103.3,113.0,107.5,102.0
193,2021-09-16,108.5,109.5,107.5,107.5,22861780,107.6,107.79,107.67,107.37,108.49,-0.0,-0.39,-0.25,-0.14,-3.5,1.42,-5.08,43.2,43.92,38.59,21.43,25.71,30.58,40.32,15.97,2.18,11430890.0,11389763.0,109.08,107.6,106.12,111.75,110.0,108.75,107.0,105.75,125.25,116.76,108.27,99.78,91.29,113.55,108.6,103.64,113.0,107.5,102.0
194,2021-09-17,107.5,109.5,107.0,108.5,38649036,107.7,108.03,107.97,107.38,108.51,0.01,-0.34,-0.27,-0.07,-2.5,0.92,-1.64,58.66,51.83,45.27,55.56,35.66,32.27,25.49,42.44,2.2,19324518.0,11598069.0,109.37,107.7,106.03,110.0,108.5,108.0,106.5,106.0,125.27,116.78,108.29,99.8,91.31,113.52,108.8,104.08,113.0,109.25,105.5
195,2021-09-22,106.5,107.5,106.0,107.0,38460147,107.8,107.69,107.73,107.37,108.36,-0.01,-0.41,-0.3,-0.11,-4.5,0.21,-6.25,37.33,41.46,44.75,22.22,31.18,31.91,33.37,29.72,2.22,19230074.0,11997076.0,109.14,107.8,106.46,110.88,109.75,108.38,107.25,105.88,125.3,116.81,108.32,99.83,91.34,113.38,108.78,104.21,113.0,109.5,106.0
196,2021-09-23,107.0,108.0,106.0,106.5,18878589,107.6,107.29,107.3,107.37,108.22,-0.01,-0.49,-0.34,-0.15,-6.0,-0.75,-3.23,31.91,38.43,45.76,11.11,24.49,29.44,39.34,14.59,2.2,9439294.0,12021796.0,109.39,107.6,105.81,108.38,107.75,106.88,106.25,105.38,125.32,116.83,108.34,99.85,91.36,113.44,108.65,104.04,113.0,109.5,106.0
197,2021-09-24,107.5,108.0,107.0,107.5,15280177,107.4,107.36,107.27,107.37,108.14,0.0,-0.47,-0.36,-0.11,-3.5,-1.71,0.0,51.58,47.5,46.94,33.33,27.44,28.77,31.43,24.78,2.15,7640088.0,12052654.0,108.88,107.4,105.92,108.75,107.5,106.75,105.5,104.75,125.34,116.85,108.36,99.87,91.38,113.39,108.6,104.01,113.0,109.5,106.0
198,2021-09-27,107.0,108.5,107.0,107.5,13850268,107.4,107.41,107.3,107.37,108.08,0.0,-0.46,-0.38,-0.08,-1.0,-2.12,1.59,51.58,47.5,45.71,33.33,29.4,28.98,28.14,30.24,2.1,6925134.0,12074232.0,108.88,107.4,105.92,108.5,108.0,107.5,107.0,106.5,125.36,116.87,108.38,99.89,91.4,113.25,108.6,104.12,113.0,109.5,106.0
199,2021-09-28,107.0,107.5,106.0,106.5,22169547,107.0,107.1,107.0,107.37,108.05,-0.0,-0.52,-0.41,-0.11,-1.0,-2.21,12.28,32.93,39.39,44.0,11.11,23.3,27.09,34.67,15.72,2.06,11084774.0,12283265.0,108.0,107.0,106.0,109.12,108.25,107.62,106.75,106.12,125.38,116.89,108.4,99.91,91.42,113.09,108.52,104.2,113.0,109.5,106.0
200,2021-09-29,105.0,105.5,104.5,105.0,32073278,106.6,106.4,106.33,107.36,107.85,-0.02,-0.66,-0.46,-0.2,-2.0,-2.21,1.75,18.72,30.25,37.34,8.33,18.31,24.16,35.86,6.61,2.06,16036639.0,12737317.0,108.65,106.6,104.55,108.12,107.25,106.62,105.75,105.12,125.4,116.91,108.42,99.93,91.44,112.92,108.32,104.05,113.0,108.75,104.5
201,2021-09-30,105.0,106.0,104.0,105.0,22552355,106.3,105.94,105.8,107.34,107.67,-0.01,-0.76,-0.52,-0.24,-3.0,-2.42,-9.8,18.72,30.25,34.24,18.18,18.27,22.2,30.06,10.41,2.06,11276178.0,12539654.0,108.81,106.3,103.79,106.0,105.5,105.0,104.5,104.0,125.42,116.93,108.44,99.95,91.46,112.54,108.02,103.97,113.0,108.5,104.0
202,2021-10-01,104.5,105.0,103.0,103.0,34131219,105.4,104.96,104.7,107.32,107.39,-0.02,-0.99,-0.61,-0.38,-3.5,-2.62,-23.08,8.8,21.11,30.39,0.0,12.18,18.86,32.22,-1.18,2.06,17065610.0,12837130.0,108.82,105.4,101.98,107.0,106.0,105.0,104.0,103.0,125.44,116.95,108.46,99.97,91.48,112.18,107.62,103.63,113.0,108.0,103.0
203,2021-10-04,104.5,105.0,102.5,103.0,25219519,104.5,104.3,103.9,107.3,107.05,-0.01,-1.15,-0.72,-0.43,-4.5,-2.96,-21.57,8.8,21.11,23.26,8.33,10.9,16.21,26.83,0.28,2.09,12609760.0,12728476.0,107.5,104.5,101.5,105.5,104.0,103.5,102.0,101.5,125.46,116.97,108.48,99.99,91.5,111.76,107.2,103.25,113.0,107.75,102.5
